genes,KI_3,KI_4,KI_6,KI_7,KI_8,SAA_4,SAA_5,SAA_6,SAA_7,SAA_8
SNX3,1682,2468,1933,2640,2167,1880,1272,1100,2615,1951
Z98742.4,0,2,0,1,0,0,1,0,2,0
Z98742.1,0,0,0,0,0,0,0,0,0,0
AFG1L,63,130,153,133,158,81,146,107,144,167
AL139106.1,4,8,6,1,2,2,8,5,0,15
FOXO3,975,1930,1468,1224,1287,1033,1127,867,1009,1230
LINC00222,4,19,0,22,4,19,25,4,0,3
Z95118.2,14,14,13,20,10,17,19,1,14,24
ARMC2,95,124,151,195,145,126,103,93,138,200
ARMC2.AS1,0,0,4,3,0,0,0,3,0,1
SESN1,251,595,405,555,400,434,391,388,493,490
AL390208.1,8,0,9,4,2,4,9,4,3,10
CEP57L1,409,414,459,424,420,437,355,299,310,351
CD164,38334,48082,48730,41443,39668,33670,35704,31590,35164,37409
AL359711.2,12,14,20,12,35,6,18,6,43,19
PPIL6,3,0,19,6,0,3,0,0,2,0
SMPD2,156,412,152,392,386,216,44,218,326,331
MICAL1,4307,5955,6202,4848,4526,5350,5265,4311,5515,5494
ZBTB24,584,813,549,994,715,583,421,456,882,733
AL109947.1,1,1,3,3,0,4,1,5,3,1
AK9,584,1131,1035,724,601,805,735,728,808,1127
FIG4,1511,2046,1976,1541,1478,1425,1613,1124,1490,1360
AL512303.1,1,8,6,25,11,9,8,5,3,11
GPR6,0,0,0,0,0,0,0,0,0,0
AL590009.1,1,3,3,1,10,6,18,10,13,3
WASF1,24,25,13,74,64,19,7,24,28,32
CDC40,972,1386,1249,1492,1023,1170,1030,992,1134,1228
METTL24,0,0,2,0,0,0,0,1,3,0
AL050350.1,0,0,0,0,0,0,0,0,0,0
DDO,0,0,0,0,0,0,0,0,0,0
SLC22A16,0,0,0,0,0,0,0,0,0,0
AC002464.1,0,0,0,0,0,0,0,0,0,0
CDK19,925,1396,1564,918,969,1040,810,949,944,1183
AMD1,4681,5611,5351,5324,4528,4539,4432,3584,4258,4678
GTF3C6,969,1372,1179,983,890,1158,1050,860,1006,1012
RPF2,946,1125,1070,1132,917,1118,913,845,1101,1017
SLC16A10,1,0,0,1,0,1,6,1,1,0
AL360227.1,0,0,0,0,0,0,1,0,0,0
MFSD4B,1560,2153,2601,2237,1821,1734,1298,1797,1941,2171
AL080317.1,33,55,65,67,20,52,70,46,31,42
REV3L,870,1164,1371,1002,849,1014,898,970,1070,1268
AL080317.2,57,101,69,100,69,74,62,69,65,82
REV3L.IT1,5,15,15,16,3,10,7,7,10,15
TRAF3IP2.AS1,192,240,262,225,227,161,218,160,252,279
AL008730.1,23,19,12,41,8,30,27,8,9,11
TRAF3IP2,193,220,207,163,159,196,156,207,228,244
Z97989.1,244,345,284,266,242,199,254,153,198,251
FYN,3,2,1,11,0,1,0,7,1,0
LINC02527,0,4,5,2,2,7,9,1,0,4
CCN6,2,3,3,5,0,14,7,1,2,1
TUBE1,803,1526,1349,1232,1104,972,946,896,1195,1037
FAM229B,10,28,34,14,22,11,17,19,6,3
LAMA4,0,0,0,0,0,0,0,0,0,0
Z99289.1,0,0,0,0,0,0,0,0,0,0
Z99289.2,0,0,0,0,0,0,0,0,0,0
Z99289.3,0,0,0,0,0,0,0,0,0,0
AL365214.2,0,1,0,0,0,0,0,0,0,0
RFPL4B,0,0,0,0,0,0,0,0,0,0
AL365214.4,0,0,0,0,0,0,0,0,0,0
AL357514.1,0,0,0,0,0,0,0,0,0,0
AL360015.1,14,27,36,20,37,25,25,53,48,47
AL589684.1,0,0,0,0,0,0,0,0,0,0
LINC02518,0,0,0,0,1,0,0,4,0,6
AL513123.1,0,0,0,0,0,0,0,0,0,0
LINC02541,47,45,48,9,29,22,38,42,22,33
FO393415.3,0,1,0,0,1,0,0,1,1,1
MARCKS,13884,16563,17843,13611,12202,12230,11044,11812,13360,14282
LINC01268,6842,6991,9997,6603,5424,6544,4433,7894,8805,9103
FO393415.1,59,50,65,48,31,22,37,81,44,36
HDAC2,4332,5835,5456,5040,4195,4095,4155,3802,4165,4204
HDAC2.AS2,143,208,185,156,120,119,92,100,143,141
HS3ST5,57,46,34,20,12,17,10,15,19,13
AL138830.2,0,0,0,0,0,0,0,0,0,0
AL138830.1,0,0,0,0,0,0,0,0,0,0
AL590550.1,0,0,0,0,0,1,0,0,0,0
LINC02534,0,0,0,0,0,0,0,0,0,0
FRK,14,6,8,0,2,14,3,11,4,6
AL357141.1,0,0,0,0,0,0,2,0,0,0
NT5DC1,445,737,512,522,588,455,393,401,513,469
COL10A1,6,9,4,7,8,1,10,6,1,8
AL050331.2,0,0,0,0,0,0,0,0,0,0
TSPYL4,199,275,318,246,258,204,159,237,218,263
DSE,1534,1874,1258,1919,1584,1170,569,892,1101,1292
TSPYL1,3308,4909,3841,4080,3489,3066,3304,2766,3359,3252
Z84488.1,0,0,0,0,0,0,3,0,0,4
CALHM6,95,85,120,93,73,65,55,55,67,79
AL445224.1,0,0,0,0,0,0,0,0,0,0
TRAPPC3L,8,3,10,0,0,0,3,0,2,0
CALHM5,29,10,40,9,36,24,4,4,17,14
CALHM4,0,0,0,0,0,0,0,0,0,0
RWDD1,887,1268,979,1133,944,894,605,508,1150,1082
RSPH4A,10,16,18,6,9,17,19,5,9,26
ZUP1,940,1282,1209,935,890,1046,955,954,1077,886
KPNA5,903,1487,1194,1086,1168,1176,1024,1019,1253,1178
FAM162B,0,0,0,0,0,0,0,0,0,0
GPRC6A,0,0,0,0,0,0,0,0,0,0
RFX6,0,0,0,0,0,0,0,0,0,0
Z98880.1,0,0,0,0,0,0,0,0,0,0
VGLL2,0,0,0,0,0,0,0,0,0,0
ROS1,0,0,0,0,0,0,0,0,0,0
AL132671.1,0,0,0,0,0,0,0,0,0,0
DCBLD1,46,89,51,84,76,50,49,51,77,74
GOPC,3110,4839,4176,3695,3512,3439,2109,2502,4218,3660
NUS1,273,425,391,354,287,307,245,266,374,306
SLC35F1,0,0,0,0,0,0,0,0,0,0
CEP85L,371,757,396,534,460,389,302,352,598,486
PLN,10,36,17,25,15,19,22,1,10,9
Z99496.2,13,48,25,21,47,29,36,13,24,34
MCM9,498,793,682,797,578,638,507,526,641,592
ASF1A,1683,2373,1945,1599,1524,1443,1575,1118,1554,1528
AL137009.1,34,58,35,22,37,19,6,14,13,15
FAM184A,19,30,20,7,6,34,7,5,31,40
MAN1A1,550,593,811,455,478,462,341,418,327,434
AL078600.1,14,15,29,7,4,3,7,22,8,14
AL096854.1,0,0,0,0,0,0,0,0,0,0
AL357513.1,0,0,0,0,0,0,0,0,0,0
TBC1D32,156,263,274,207,137,260,186,204,218,263
GJA1,0,0,0,0,0,0,0,0,0,0
HSF2,1135,1376,1317,1055,1068,920,951,964,1169,1013
SERINC1,18561,25649,24248,20719,19310,16716,18028,15573,16999,18295
PKIB,481,604,541,402,449,445,333,359,406,485
AL512283.2,71,137,111,64,65,101,34,127,72,110
AL512283.1,7,1,4,3,7,7,7,4,11,32
AL512283.3,6,0,2,1,0,4,0,0,0,4
FABP7,0,0,0,0,0,0,0,0,0,0
SMPDL3A,371,785,599,305,401,353,205,348,326,352
AL591428.1,0,0,0,0,0,0,0,0,0,0
CLVS2,0,0,0,0,0,0,0,0,0,0
TRDN,89,130,125,78,47,77,97,115,111,41
TRDN.AS1,0,0,0,0,0,0,0,0,1,0
AL445259.1,0,0,1,0,0,0,0,0,0,0
AL133257.1,0,0,0,0,0,0,0,0,0,0
NKAIN2,0,1,0,0,0,6,0,4,6,0
AL354936.1,0,0,0,0,0,0,0,0,0,0
RNF217.AS1,47,49,72,46,65,56,33,24,24,47
RNF217,659,1149,1213,1336,1020,1416,1129,789,1029,1128
TPD52L1,4,11,14,5,0,6,0,3,3,3
HDDC2,758,1071,1087,807,852,831,775,739,879,839
AL121938.1,12,4,11,7,1,3,0,3,3,1
AL450332.1,0,0,0,0,0,0,0,0,0,0
AL365259.1,0,0,0,0,0,0,0,0,0,0
LINC02523,0,0,0,0,0,0,0,0,0,0
HEY2,0,0,0,0,0,0,0,0,0,0
NCOA7,1626,2671,1944,2250,1750,1750,1800,1241,1583,1523
NCOA7.AS1,10,6,7,3,3,7,3,3,7,4
HINT3,1260,1938,1737,1479,1108,1367,1465,1049,1511,1492
TRMT11,774,1213,1020,980,936,912,879,799,995,842
CENPW,78,155,88,57,86,101,104,82,91,109
AL035603.1,0,0,0,0,0,7,0,0,0,7
RSPO3,0,0,0,0,0,0,0,0,0,0
RNF146,3591,4965,5188,4036,3744,3503,3446,2976,3821,4139
ECHDC1,2706,4238,3676,3323,2948,3368,3122,2392,3599,3304
KIAA0408,0,12,0,0,0,1,0,5,0,21
SOGA3,0,0,0,3,2,3,0,2,0,0
C6orf58,0,1,0,4,5,10,0,2,0,0
LINC02536,0,0,0,0,0,0,0,0,0,0
THEMIS,0,0,0,0,0,0,0,0,0,0
PTPRK,0,0,6,0,12,0,0,3,1,0
AL590006.1,0,0,0,0,0,0,0,0,0,0
AL034349.1,0,0,0,0,0,0,0,0,0,1
LAMA2,8,17,5,11,4,10,10,7,6,12
AL356124.1,16,28,24,26,10,24,18,18,12,18
AL356124.2,0,0,3,2,2,5,3,5,5,7
ARHGAP18,2641,2397,3017,2198,2021,1792,1903,1669,1995,2400
TMEM244,0,0,0,0,0,0,0,0,0,0
L3MBTL3,244,288,293,263,192,198,231,142,205,246
AL355581.1,4,0,4,7,1,5,7,6,1,0
SAMD3,0,0,1,4,0,0,4,0,0,0
TMEM200A,0,0,15,16,0,0,0,0,10,2
AL583803.1,0,0,0,0,0,0,0,0,0,0
SMLR1,6,14,8,9,8,23,5,7,6,9
EPB41L2,12497,19039,17758,13024,12180,14374,12901,12948,16049,14553
AKAP7,187,239,211,187,148,228,198,190,241,211
ARG1,1,16,11,15,29,4,0,2,11,4
MED23,2869,4452,4006,4015,3832,3558,3296,3165,3366,3774
ENPP3,14,16,16,24,0,15,24,12,26,49
OR2A4,0,0,0,0,0,0,0,0,1,1
CTAGE9,0,0,0,0,0,0,0,0,0,0
ENPP1,37,44,30,16,24,90,97,25,77,64
AL117378.1,0,0,0,0,0,0,0,0,0,0
CCN2,13,2,2,0,6,5,10,14,2,3
AL133346.1,0,0,0,0,0,0,0,0,0,0
AL021408.1,0,0,2,1,0,1,0,0,2,0
LINC01013,0,0,0,0,0,0,0,0,2,0
MOXD1,0,0,0,2,0,0,0,0,0,1
STX7,10096,15532,14915,11943,10370,10851,10430,9488,11576,11051
TAAR9,0,0,0,0,0,0,0,0,0,0
TAAR8,0,0,0,0,0,0,0,0,0,0
TAAR6,0,0,0,0,0,0,0,0,0,0
TAAR5,0,0,0,0,0,0,0,0,0,0
AL513524.1,0,0,0,0,0,0,0,0,0,0
TAAR2,0,0,0,0,0,0,0,0,0,0
TAAR1,0,0,0,0,0,0,0,0,0,0
VNN1,8,2,21,6,8,0,7,21,9,2
VNN3,0,0,0,0,0,0,0,0,0,0
VNN2,1,20,0,7,6,3,1,0,7,0
AL032821.1,0,0,0,0,0,0,0,0,0,0
SLC18B1,3236,4362,4440,3348,3234,3220,2837,2831,3046,3211
RPS12,1560,2108,2475,1587,1400,1593,1579,1181,1575,1501
LINC00326,0,0,0,0,0,0,0,0,0,0
AL591115.1,0,0,0,0,6,0,0,0,0,0
EYA4,0,0,0,0,0,0,0,0,0,0
AL024497.1,0,0,0,0,0,0,0,0,0,0
AL024497.2,0,0,0,0,0,0,0,0,0,0
TARID,2,0,1,0,1,0,0,0,0,0
AL450270.1,0,0,0,0,0,0,0,0,0,0
LINC01312,0,0,0,0,0,0,0,0,0,0
TCF21,0,0,0,0,0,0,0,0,0,0
TBPL1,513,677,498,510,444,535,530,449,463,509
SLC2A12,0,0,0,0,0,4,0,0,0,0
AL449363.2,0,0,0,0,0,0,0,0,0,0
SGK1,8429,10513,10940,10533,11129,9610,11229,11334,16161,15763
AL355881.1,152,210,120,226,257,104,199,192,246,279
LINC01010,16,23,31,11,5,13,1,15,24,3
Z84486.1,0,18,4,9,0,9,0,1,5,4
CT69,5,2,24,3,1,6,2,4,4,8
AL078590.2,706,1297,1397,803,576,944,838,844,1123,1011
AL078590.1,0,0,0,0,0,0,0,0,0,0
AL596188.1,2,0,10,0,0,1,1,6,6,0
AL121970.1,0,0,0,0,0,0,0,0,0,0
ALDH8A1,0,8,10,7,0,0,0,3,1,3
AL445190.1,0,0,0,4,0,0,0,0,0,0
HBS1L,1662,2230,1892,1806,1618,1570,1628,1522,1744,1736
AL353596.1,4,7,0,2,0,3,6,1,0,4
MYB,0,2,0,10,8,7,23,13,1,2
MYB.AS1,0,0,0,0,0,0,0,0,0,0
AL023693.1,0,0,0,0,0,0,0,0,0,0
AHI1,639,882,780,1065,592,822,641,598,836,859
AL049552.1,5,5,4,7,3,8,8,1,7,8
AL049552.2,2,10,7,1,0,5,1,6,6,6
LINC00271,25,17,30,26,16,10,9,22,28,23
AL035604.1,0,0,0,0,0,0,0,0,0,0
AL133319.1,0,0,0,0,0,0,0,0,0,0
PDE7B,28,5,23,0,0,0,10,1,3,3
AL360178.1,0,0,0,0,0,0,0,0,0,0
AL360178.2,0,0,0,0,0,0,0,0,0,0
AL138828.1,0,3,3,0,2,7,0,3,1,10
MTFR2,68,198,185,124,150,121,142,134,156,138
BCLAF1,6013,7771,8663,7132,5964,5921,5533,5535,6705,5974
AL023284.4,0,1,2,0,3,0,2,1,0,1
MAP7,124,161,183,240,154,154,145,155,189,148
AL024508.2,0,0,6,0,1,0,0,0,1,1
MAP3K5,2479,3012,2889,2669,2640,2611,2310,1930,2459,2659
AL024508.1,38,45,40,53,40,42,43,31,43,65
AL121933.2,1043,1235,1572,1045,874,1148,1134,877,1369,1339
PEX7,46,35,43,42,54,41,25,17,119,51
SLC35D3,0,0,0,0,0,0,0,0,0,0
AL135902.1,0,0,0,0,0,0,0,0,0,0
AL135902.2,1,0,0,0,0,0,0,0,0,0
IL20RA,0,0,0,0,0,0,0,0,0,0
IL22RA2,0,3,0,0,0,0,0,0,0,0
IFNGR1,92522,126597,137192,107895,108758,101879,103681,91391,111414,107939
OLIG3,0,0,0,0,0,0,0,0,0,0
AL356234.2,4,0,0,0,1,0,0,3,0,0
AL356234.3,1,1,0,4,5,1,0,0,0,3
LINC02539,0,1,0,0,0,0,0,0,0,0
WAKMAR2,189,219,235,223,180,161,141,133,216,219
TNFAIP3,3807,5339,4450,4582,4332,3790,1541,3450,4242,3965
AL591468.2,0,0,0,0,0,0,0,0,0,0
AL591468.1,1,0,0,0,0,0,0,0,0,0
LINC02528,0,0,0,0,0,0,0,0,0,0
PERP,0,0,0,0,0,0,0,0,0,0
ARFGEF3,0,2,0,4,0,0,0,1,0,3
PBOV1,0,0,0,0,0,0,0,0,0,0
SMIM28,0,0,0,0,0,0,0,0,0,0
HEBP2,211,291,316,308,164,258,224,94,209,205
NHSL1,1257,1489,1323,1488,1345,1134,1215,923,1495,1411
AL590617.2,71,84,78,83,34,21,88,54,73,92
GVQW2,16,37,12,21,6,14,9,7,24,13
CCDC28A,902,1095,1343,761,758,755,833,695,981,851
ECT2L,9,4,23,3,23,11,11,6,9,7
REPS1,359,550,614,514,491,479,474,300,451,608
ABRACL,1019,1433,1371,1235,870,1329,1137,808,1048,962
HECA,2248,3018,2946,2666,2510,2631,2374,2003,2362,2345
AL031772.1,38,72,85,72,41,54,25,41,59,57
TXLNB,267,257,427,261,219,190,175,135,267,319
AL592429.2,145,141,131,178,157,70,74,81,127,172
CITED2,224,267,198,299,305,249,204,273,343,335
LINC01625,6,3,14,12,12,16,4,8,5,7
FILNC1,12,24,24,15,22,9,13,22,18,12
AL050338.1,3,0,0,0,0,0,1,0,0,0
AL050338.2,19,6,2,7,7,3,4,14,20,1
AL357146.1,3,0,6,0,0,0,1,1,0,2
AL035446.2,6,5,3,1,2,1,0,2,2,5
AL035446.1,2,5,5,6,6,1,0,4,2,1
AL355596.2,0,0,0,0,0,0,0,0,0,0
AL355596.1,0,0,0,0,0,0,0,0,0,0
NMBR,0,0,0,0,0,0,0,1,5,0
NMBR.AS1,0,0,0,0,0,0,0,0,0,0
GJE1,0,0,0,0,0,0,0,0,0,0
VTA1,3347,4761,4306,3863,3395,3509,3368,2778,3472,3303
AL360007.1,0,0,0,0,0,0,0,0,0,0
ADGRG6,2409,3043,2548,2560,2611,1264,1770,1739,1867,2224
AL359313.1,0,0,0,0,0,0,0,0,0,0
AL355337.1,0,0,0,0,0,0,0,0,0,0
AL023584.1,0,0,0,0,0,0,0,0,0,0
HIVEP2,102,204,36,121,157,89,26,28,90,146
AL023584.2,0,0,0,0,3,5,1,0,1,5
AL355304.1,12,14,23,18,2,4,8,10,25,8
LINC01277,16,21,52,46,15,20,26,30,18,50
AL023581.2,1,2,16,7,4,7,11,9,1,20
AIG1,5521,6962,5959,6065,5548,4384,4989,4188,5127,5227
AL023581.1,19,37,28,20,24,29,18,30,20,26
ADAT2,860,1221,934,1119,1068,846,930,826,966,848
PEX3,1036,1173,1173,1038,1027,794,913,821,1067,997
FUCA2,7177,8558,7603,7538,7052,6284,2498,5735,7505,6770
PHACTR2,454,774,961,585,352,574,661,369,387,531
PHACTR2.AS1,50,115,65,95,118,121,51,54,100,91
LTV1,1885,2171,2569,1760,1619,1768,1616,1652,2155,1796
ZC2HC1B,4,5,4,2,2,15,8,12,4,4
PLAGL1,1605,2330,2010,2084,1566,1673,1190,1454,2011,2062
HYMAI,1,4,4,11,12,8,11,3,1,16
SF3B5,1024,1220,1197,980,1046,879,913,753,925,891
STX11,73,88,74,130,83,134,33,70,135,100
UTRN,1672,2192,1992,2323,1673,1894,1434,1594,1892,1940
AL024474.2,15,7,9,15,10,18,6,16,12,7
AL023283.1,0,0,0,0,0,0,0,0,0,0
EPM2A,140,196,189,149,139,274,218,136,172,257
AL023806.1,0,1,5,1,12,0,7,2,1,1
AL023806.2,0,0,0,0,0,0,0,0,0,0
AL356599.1,187,300,345,249,182,318,266,207,241,370
AL023806.4,4,0,0,4,6,0,0,10,0,0
FBXO30,1911,3111,2330,2318,1679,1782,887,1607,2118,2092
SHPRH,2532,4491,3257,3800,2858,3302,3013,2445,2648,3190
GRM1,53,157,142,80,45,85,72,63,123,98
RAB32,791,1201,613,1363,998,601,461,480,1313,887
AL359547.1,0,2,1,11,0,0,0,7,1,0
ADGB,35,51,49,39,63,73,77,45,73,91
STXBP5.AS1,53,95,69,71,81,78,68,34,90,78
AL138916.1,0,2,12,6,3,4,1,0,4,0
AL138916.2,0,0,0,0,4,2,0,0,0,0
LUADT1,0,0,0,0,0,0,0,0,0,0
STXBP5,488,688,624,736,574,639,631,412,366,553
SAMD5,0,2,0,0,3,1,0,3,0,0
AL033504.1,0,0,0,0,0,0,0,0,0,0
AL365271.1,0,0,0,0,0,0,0,0,0,0
AL445123.2,0,0,0,0,0,0,0,0,0,0
AL445123.1,0,0,0,0,0,0,0,0,0,0
AL359382.1,0,0,0,0,0,0,0,0,0,0
AL359382.2,0,0,0,0,0,0,0,0,0,0
AL513164.1,0,0,0,0,0,0,0,0,0,0
SASH1,54,36,41,16,49,18,2,11,2,19
UST,85,187,140,144,196,147,110,182,200,151
UST.AS1,1,4,3,0,0,4,0,0,0,2
AL357992.1,0,1,4,0,0,1,6,1,1,2
AL031056.1,0,5,9,0,0,0,0,1,0,0
TAB2,1538,1770,1665,1640,1512,1529,1486,1260,1432,1614
TAB2.AS1,0,4,4,1,0,4,5,0,6,0
AL031056.2,7,7,6,1,0,1,6,1,1,1
SUMO4,79,160,157,145,162,145,67,120,96,146
ZC3H12D,64,122,131,80,62,93,88,98,110,99
PPIL4,2525,3211,3050,2930,2794,2451,2612,2144,2894,2630
AL078581.3,0,0,0,0,0,0,0,0,0,0
GINM1,1993,2736,2401,2464,2315,1887,988,1755,2234,2385
AL078581.4,27,38,27,25,28,24,19,16,15,17
AL078581.2,4,7,9,9,7,7,3,9,6,4
KATNA1,817,1080,1122,951,779,944,813,731,964,780
LATS1,3976,5712,5146,5062,4350,3964,3629,3826,4644,4488
AL358852.1,25,22,18,34,26,19,6,20,22,22
NUP43,1360,1657,1241,1787,1335,1093,990,1004,1234,1283
PCMT1,2457,3358,3238,3082,2788,2414,2523,2169,2820,2648
AL355312.2,28,7,25,29,7,6,10,19,22,20
LRP11,45,134,97,99,58,66,79,52,72,86
AL355312.4,0,0,0,0,0,0,1,2,0,1
AL355312.3,0,0,0,0,0,0,0,0,0,0
RAET1E,0,1,1,2,0,1,0,0,3,2
RAET1E.AS1,0,0,3,0,0,0,0,0,0,0
RAET1G,0,0,0,0,0,4,0,0,0,0
ULBP2,0,0,0,0,0,0,0,0,5,8
ULBP1,0,0,0,0,0,0,0,0,0,2
RAET1L,0,0,0,0,0,0,0,0,0,0
AL355497.2,0,0,0,0,0,0,0,0,0,0
ULBP3,0,7,4,0,0,1,3,0,1,0
PPP1R14C,0,0,0,0,2,1,6,1,0,6
IYD,0,0,0,0,0,0,0,0,0,0
PLEKHG1,1,9,0,2,1,5,1,13,2,22
AL450344.3,0,0,0,0,0,0,0,0,0,0
AL450344.1,0,0,0,4,0,2,0,0,0,0
AL450344.2,0,0,0,0,0,0,0,0,1,0
MTHFD1L,820,1112,1068,1034,899,920,690,800,948,1194
AL133260.2,10,13,5,4,3,13,2,0,4,8
AL138733.1,3,0,4,1,0,0,6,2,0,1
AL138733.2,0,2,1,0,0,0,5,0,0,5
AKAP12,244,390,474,235,151,194,253,146,266,258
ZBTB2,808,1354,889,1354,912,904,470,597,784,752
RMND1,478,859,723,598,523,585,550,537,601,717
ARMT1,1597,2236,2124,1324,1638,1386,1372,1078,1503,1476
CCDC170,100,229,176,41,48,61,99,83,96,69
ESR1,15,26,76,16,15,45,10,47,12,25
AL356311.1,0,0,0,0,0,0,0,0,0,0
AL078582.2,0,0,0,0,0,0,0,0,0,0
AL078582.1,17,29,29,22,18,31,13,16,29,36
SYNE1,795,1401,1135,888,731,766,656,694,862,1174
SYNE1.AS1,0,0,0,0,0,0,0,0,0,0
AL049548.1,0,0,0,0,0,0,0,0,0,0
NANOGP11,0,0,0,0,0,0,0,0,0,0
MYCT1,0,0,0,0,0,0,0,0,1,0
VIP,0,0,0,0,0,0,0,0,0,0
LINC02840,0,0,0,0,0,1,0,0,0,0
FBXO5,364,679,538,329,352,576,469,276,552,441
AL080276.2,18,40,37,45,14,15,16,26,30,23
MTRF1L,108,163,50,196,148,92,39,86,160,161
RGS17,89,51,60,21,69,60,41,29,23,48
AL590867.1,0,0,0,0,0,0,0,0,0,0
AL358134.1,0,0,0,0,0,0,0,0,0,0
OPRM1,6,4,2,8,4,0,5,0,1,1
IPCEF1,8529,8810,10637,6480,6572,9169,7685,8342,11249,10604
CNKSR3,0,1,8,0,2,1,0,0,4,6
AL357075.3,0,0,0,0,1,0,5,0,0,0
AL357075.4,0,0,0,0,0,0,1,0,0,0
SCAF8,1010,1419,1269,1323,1144,1035,986,871,1036,1178
TIAM2,126,202,180,202,112,168,57,125,134,123
AL596202.1,65,138,87,142,67,86,49,84,64,63
TFB1M,540,687,462,612,524,620,449,511,631,539
CLDN20,36,31,15,50,27,20,13,26,25,35
AL031773.1,0,0,0,0,0,0,0,0,0,0
NOX3,0,0,1,0,0,0,0,0,0,0
AL589693.1,0,0,0,0,0,0,0,0,0,0
AL512658.2,0,0,0,0,0,0,0,1,0,0
AL512658.1,0,0,0,0,0,0,0,0,0,0
AL355297.3,0,5,3,5,0,1,5,3,5,11
ARID1B,2340,2798,3018,2498,1972,2297,2344,1614,2008,2215
AL355297.4,1,3,1,3,0,0,2,0,3,4
AL355297.2,0,0,0,0,0,0,1,2,1,0
AL049820.1,2,3,0,0,2,6,2,1,4,5
TMEM242,1054,1295,1178,1098,1065,993,1135,897,1056,1037
AL390955.2,2,0,0,1,1,0,1,0,2,6
AL117344.2,9,25,8,15,25,7,9,33,25,42
ZDHHC14,641,756,561,828,752,440,375,359,508,550
SNX9,429,570,575,509,554,598,481,409,392,489
AL391863.2,1,0,5,1,0,1,0,2,3,2
AL391863.1,18,25,14,12,16,20,2,6,1,19
AL035634.1,5,5,6,2,9,4,2,0,2,2
SYNJ2,1,4,2,2,0,0,0,2,3,7
AL139330.1,1,0,0,0,0,0,0,0,0,0
SYNJ2.IT1,0,0,0,0,0,0,0,0,0,0
SERAC1,602,1055,764,769,796,579,613,428,665,615
GTF2H5,707,989,963,716,685,761,625,544,626,632
TULP4,3014,4403,3666,3818,3089,3028,2385,2344,3534,3342
AL360169.2,6,11,10,10,6,11,11,2,9,10
AL360169.3,10,12,8,11,14,5,8,10,6,5
AL360169.1,0,1,2,0,0,0,1,0,0,1
TMEM181,483,764,715,613,486,740,590,493,487,805
DYNLT1,989,1259,1320,1088,940,1276,1074,772,948,1004
SYTL3,183,239,182,65,89,213,166,153,284,208
EZR,6738,7802,7381,6746,6121,5714,5724,5461,7096,6758
EZR.AS1,9,9,15,21,16,12,15,14,22,29
AL627422.2,0,0,0,0,0,0,1,0,4,5
C6orf99,21,8,8,22,15,11,18,30,38,29
RSPH3,206,345,351,326,223,196,227,269,324,329
AL035530.2,816,1062,1070,1763,1437,1217,1051,1550,1585,1731
TAGAP,7188,10008,9802,8586,7779,6875,7248,7613,9107,8595
AL356417.3,25,31,28,56,29,97,28,51,94,46
AL356417.1,2,0,8,0,3,2,8,1,6,5
AL356417.2,0,0,0,0,0,0,0,0,0,0
FNDC1,0,0,0,0,0,0,0,0,0,0
FNDC1.IT1,0,0,0,0,0,0,0,0,0,0
AL357832.1,0,0,0,0,0,0,0,0,0,0
LINC02529,0,0,0,0,0,0,0,0,0,0
AL078604.4,0,0,1,0,0,3,0,0,0,3
AL078604.2,0,10,0,0,0,4,7,0,1,2
SOD2,4182,5453,5134,4637,3875,3474,1540,2963,3810,2863
WTAP,1446,2090,2002,1799,1584,1672,1455,1260,1791,1866
SOD2.OT1,14,10,4,3,16,9,11,10,11,18
ACAT2,647,726,873,676,598,685,587,540,691,594
TCP1,3543,5214,3534,5032,4387,4714,3511,3100,4398,4191
MRPL18,1605,2117,1524,1593,1596,1537,1642,1039,1407,1433
PNLDC1,8,36,22,21,8,28,16,10,14,20
AL035691.1,0,0,1,0,0,0,0,0,0,0
MAS1,0,2,9,2,14,1,3,4,1,3
IGF2R,563,646,623,462,519,460,453,388,403,512
AIRN,0,2,0,1,0,2,0,2,1,0
SLC22A1,4,6,4,3,0,6,2,4,15,1
SLC22A2,0,0,0,1,0,0,0,0,0,0
AL162582.1,0,0,0,0,0,0,0,0,0,0
SLC22A3,0,1,0,1,0,0,0,0,1,0
AL591069.1,0,0,0,0,0,0,0,0,0,0
LPA,0,0,0,1,0,1,0,0,0,2
AL109933.1,0,0,1,0,0,1,0,0,0,0
PLG,0,0,0,0,0,0,0,1,2,0
AL109933.5,0,0,0,0,0,0,0,0,0,0
AL391361.2,0,0,0,0,0,0,0,0,0,0
AL139393.2,0,0,0,0,0,0,0,0,0,0
AL139393.1,0,0,1,0,0,0,0,0,0,0
AL139393.3,1,3,0,14,1,5,7,5,3,0
MAP3K4,329,764,466,782,532,501,458,340,822,536
AGPAT4,71,167,101,25,69,107,126,90,124,228
PRKN,175,329,255,166,166,244,167,154,230,169
AL132982.1,0,1,6,3,0,0,2,0,0,0
AL138716.1,0,2,2,0,0,0,0,0,0,0
PACRG,4,0,1,1,9,4,7,7,3,6
AL590286.2,0,2,0,0,0,0,0,4,0,0
PACRG.AS2,0,0,0,0,0,0,0,0,0,0
AL137182.1,0,0,0,0,0,0,0,0,0,0
PACRG.AS3,23,20,16,8,4,7,11,15,39,18
PACRG.AS1,2,3,1,2,0,5,0,0,2,7
AL031121.2,33,24,5,91,7,17,57,7,58,33
AL031121.3,41,58,50,36,28,33,58,49,40,39
